user_id;sex;age;university;graduation_year
2913;Муж;25;РГЭУ РИНХ;2009
2915;Муж;30;ДВФУ;2008
2920;Муж;59;РГСУ;N/A
2922;Муж;39;МГУС / РГУТиС;2006
2923;Муж;26;НГСХА;2014
2924;Жен;29;ТулГУ;2010
2925;Муж;27;ОмГУ им. Достоевского;N/A
2926;Муж;38;МГУТУ;2010
2927;Муж;29;ВГПУ;2010
2928;Муж;33;БГТУ им. Шухова;N/A
2931;Муж;40;КФУ;1997
2933;Жен;40;РГТЭУ;1997
2934;Муж;28;СибУПК;N/A
2936;Муж;34;ВГАСУ;2008
2937;Муж;34;ОГАУ;2004
2938;Муж;39;БГСХА;1998
2939;Жен;48;ЮУрГУ;N/A
2940;Жен;31;ПГТУ;2008
2941;Муж;38;ВГАУ им. Императора Петра I;2003
2942;Жен;24;НГСХА;2014
2943;Муж;29;РГОТУПС;N/A
2944;Муж;29;РосНОУ;2009
2945;Муж;26;НГСХА;N/A
2946;Муж;31;КубГУ;N/A
2947;Муж;33;ИВЭСЭП;2011
2948;Жен;36;ВЗФЭИ;2009
2949;Муж;47;ВГТУ;1993
2950;Жен;37;СГСХА;2015
2951;Муж;31;РГПУ им. Герцена;2009
2953;Жен;34;МГУ;N/A
2955;Жен;44;СПбГУ;1994
2956;Муж;28;ВГУ;1995
2957;Жен;26;БГАРФ;N/A
2958;Муж;53;ТГУ;2002
2959;Жен;34;НГАУ;N/A
2960;Муж;25;УрГПУ;2015
2961;Муж;39;СПбГПУ Политех;2003
2962;Муж;36;БГТУ;2002
2963;Жен;24;КГСХА;2014
2965;Муж;35;РГРТУ;2003
2966;Муж;37;ВЭПИ;2003
2967;Муж;32;КГЭУ;2007
2968;Муж;31;КубГУ;2007
2972;Муж;24;ТГУ им. Державина;2014
2973;Жен;33;ТулГУ;2005
2976;Муж;28;ТГТУ;2007
2978;Муж;25;ЕГУ им. Бунина;2013
2979;Муж;33;СГА;2013
2981;Муж;35;ТГТУ;2006
2982;Муж;36;ТулГУ;2002
2983;Муж;29;МарГТУ;2010
2984;Муж;30;НовГУ;N/A
2985;Муж;27;"МГТУ ""МАМИ""";2011
2986;Муж;25;МЭСИ;2007
2988;Жен;32;ЯГСХА;2010
2992;Муж;27;ОГУ;2014
2994;Жен;30;СГА;N/A
2995;Муж;30;ВГТУ;2009
2997;Муж;29;ВИБ;2010
2998;Муж;46;ЧГУ им. Ульянова;1994
2999;Муж;30;НГПУ;2008
3000;Муж;33;ЮРГТУ;2013
3001;Жен;41;НГПУ;N/A
3003;Муж;30;РГГУ;2011
3004;Жен;45;КГТУ-КАИ им. Туполева;1994
3005;Жен;32;НГПУ;2013
3006;Муж;29;КГУ;2011
3007;Муж;27;ВятГУ;N/A
3008;Жен;31;МГОУ;2010
3009;Муж;35;НГМА;2004
3010;Муж;32;СПбГУ;N/A
3011;Муж;28;МИЭП;N/A
3012;Муж;25;КубГУ;2013
3013;Муж;37;ОмГТУ;2001
3017;Муж;25;МГУ;N/A
3019;Муж;45;ЮУрГУ;1996
3020;Муж;32;РГСУ;2006
3022;Муж;24;ЧГУ;2015
3024;Муж;56;ИГЭУ им. Ленина;1991
3025;Муж;27;ТГТУ;2013
3027;Жен;32;СГТУ;2007
3028;Муж;33;УдГУ;2006
3029;Жен;26;КрасГАУ;2012
3030;Муж;28;ТГАСУ;2012
3031;Муж;27;СПбГУ;N/A
3032;Жен;34;ГУУ;2014
3034;Муж;32;РГГУ;2007
3036;Жен;37;ДВФУ;2001
3037;Муж;36;МИП;N/A
3039;Муж;36;ЧГУ им. Ульянова;2005
3041;Жен;31;ВГАВТ;2013
3042;Муж;32;РПА МЮ РФ;2012
3043;Муж;27;ГГНИ им. Миллионщикова;2012
3044;Муж;30;ИжГТУ;2010
3045;Муж;45;Университет машиностроения;1995
3046;Муж;37;РГЭУ РИНХ;2002
3047;Муж;31;МГУ им. адмирала Невельского;2004
3048;Жен;33;МГУТУ им. К.Г. Разумовского;2007
3049;Муж;26;МГИУ;N/A
3050;Муж;42;ОмГУПС;1997
3051;Жен;47;РГПУ им. Герцена;1992
3052;Муж;36;КГТА им. Дегтярева;2002
3054;Жен;40;МГУ;2000
3055;Жен;28;УрГЭУ;N/A
3056;Муж;29;МОСУ;2009
3059;Муж;26;МТУСИ;2012
3060;Муж;34;СевНТУ;2006
3061;Муж;20;СГТУ им. Ю.А. Гагарина;N/A
3062;Муж;28;МАТИ;N/A
3065;Муж;31;РУДН;N/A
3066;Муж;36;БелГУ;2003
3068;Муж;38;МГУ;2007
3069;Муж;28;СГГА;2010
3070;Муж;52;МГСУ-МИСИ;1987
3071;Жен;32;АлтГУ;2005
3072;Муж;49;НИЯУ МИФИ;1992
3074;Муж;27;УГАТУ;2015
3075;Жен;28;ПНИПУ;2015
3076;Муж;34;ПНИПУ;2006
3077;Муж;36;ТюмГНГУ;2007
3080;Муж;35;НИУ ВШЭ;2003
3082;Муж;28;УлГУ;2010
3083;Муж;41;КГУ им. Ульянова-Ленина;1998
3084;Муж;38;МарГТУ;2000
3085;Муж;24;ТГУ;N/A
3086;Муж;29;КГТУ;2010
3088;Муж;29;ОГУ;N/A
3090;Жен;34;ДГПУ;2004
3091;Муж;38;РГРТУ;2000
3092;Муж;31;"МГТУ ""МАМИ""";2007
3093;Жен;33;СГЮА;2006
3095;Муж;56;МФТИ;1983
3096;Жен;32;МГУ им. Огарева;2005
3099;Жен;32;ПГПУ им. Белинского;2003
3101;Муж;32;ОГАУ;2012
3102;Муж;34;РГУПС;2004
3104;Муж;31;ТвГУ;2011
3105;Жен;38;СГУТиКД;2006
3106;Муж;32;МГУ;N/A
3107;Муж;40;КГТУ;N/A
3109;Муж;35;КубГУ;2003
3110;Муж;39;МГАУ им. Горячкина;N/A
3112;Муж;36;ИжГСХА;2006
3113;Жен;36;РГСУ;2006
3114;Муж;50;МГУПИ;N/A
3116;Муж;51;ВлГУ им. А.Г. и Н.Г. Столетовых;1989
3120;Муж;42;ТГУ;1996
3122;Муж;38;РГУПС;2000
3123;Муж;30;ТГТУ;N/A
3124;Муж;24;ЮУрГУ;2015
3125;Муж;27;КГУ;2013
3126;Муж;27;БГАРФ;2011
3127;Муж;43;ВолГАУ;1995
3128;Муж;30;УлГТУ;N/A
3129;Муж;43;Дальрыбвтуз;1999
3130;Муж;29;УрФУ;2010
3132;Муж;41;ВолгГАСУ;N/A
3133;Муж;34;ХТИ;2004
3134;Муж;29;ДВГТУ;N/A
3135;Муж;30;ДВГТУ;N/A
3136;Муж;42;ИрГУПС;N/A
3137;Жен;31;БГУЭП;2008
3139;Муж;37;ПНИПУ;N/A
3140;Муж;34;СибГТУ;N/A
3141;Муж;39;МГУ;2000
3142;Жен;48;СПбГУКИ;1995
3144;Муж;33;ДВГТУ;N/A
3145;Муж;44;ЮУрГУ;1997
3147;Муж;28;КГПУ им. В.П. Астафьева;2011
3150;Муж;40;ОмГТУ;1998
3151;Муж;43;МГАВТ;1998
3152;Муж;42;МГТУ МИРЭА;N/A
3153;Муж;43;МГАФК;N/A
3155;Жен;41;РГУНГ им. Губкина;N/A
3156;Муж;36;МГУ;N/A
3159;Муж;58;СПбГЭТУ;1982
3160;Муж;45;МАИ;N/A
3161;Муж;30;СГА;2008
3162;Муж;42;ИрГУПС;2001
3163;Муж;56;УралГУФК;1981
3165;Муж;32;НГТУ им. Алексеева;2008
3167;Жен;37;АГТУ;2001
3168;Муж;35;МГУ;2002
3169;Жен;44;ГУУ;2001
3170;Муж;54;ВГЛТА;1985
3171;Муж;34;МГСУ-МИСИ;N/A
3172;Жен;38;МГУЛ;2000
3173;Муж;40;ВолгГТУ;1999
3174;Муж;34;ОГУ;2004
3177;Муж;35;МЭСИ;2002
3178;Муж;34;МИРЭА;2005
3179;Жен;35;МГСУ-МИСИ;2004
3181;Муж;24;МГТУ Станкин;2015
3182;Муж;37;МИСиС;2000
3183;Жен;25;МГУТУ им. К.Г. Разумовского;2013
3184;Жен;48;МИИГАиК;1996
3186;Жен;32;МФЮА;2010
3187;Муж;28;ВГАФК;2011
3188;Муж;51;ЮРГТУ;2004
3190;Муж;25;ДГУ;2013
3191;Муж;59;ОмГТУ;1975
3192;Муж;40;МГТУ МИРЭА;1999
3195;Муж;54;МГТУ им. Косыгина;1985
3198;Муж;19;ВГУ;N/A
3199;Муж;52;МГУ;1986
3200;Муж;44;МГУЛ;N/A
3202;Жен;39;МГГУ;2001
3203;Муж;31;ТТИ ЮФУ;N/A
3204;Муж;27;МГТУ им. Н.Э. Баумана;2013
3206;Муж;43;АМИ;1977
3209;Жен;53;МИСиС;1985
3210;Жен;37;ВГУ;2001
3211;Муж;33;РУК;2005
3213;Муж;37;МГУ;2003
3214;Жен;45;ОмГТУ;1994
3215;Муж;36;СибГИУ;2002
3216;Муж;35;КГТА им. Дегтярева;2003
3217;Муж;32;СГТУ;2006
3219;Муж;33;РГТЭУ;2004
3220;Муж;33;ЮФУ;2005
3221;Муж;41;НГТУ;1998
3222;Жен;37;НГЛУ им. Добролюбова;N/A
3224;Муж;29;УГТУ;N/A
3226;Муж;30;СыктГУ;2009
3227;Муж;39;УГТУ;N/A
3228;Муж;31;УрФУ;2014
3229;Муж;30;ВГТУ;2009
3230;Жен;34;ИжГТУ;N/A
3231;Муж;31;ОмГТУ;2008
3232;Муж;42;ВЗФЭИ;1998
3233;Муж;31;РГППУ;2007
3234;Муж;28;БГТУ им. Шухова;N/A
3236;Муж;30;СПбГУ;N/A
3237;Жен;44;ЮУрГУ;N/A
3239;Муж;33;ЛГУ им. Пушкина;N/A
3242;Муж;26;БУКЭП;2012
3243;Жен;44;ОмГПУ;N/A
3244;Муж;36;ВолгГТУ;2002
3245;Муж;27;БУПК;2008
3247;Жен;42;ТюмГАСУ;2001
3248;Муж;34;КГУ им. Ульянова-Ленина;2005
3250;Жен;36;ЮУрГУ;2002
3251;Жен;31;ТюмГУ;2002
3252;Муж;27;МаГУ;2013
3253;Муж;50;ПГСХА;1990
3254;Муж;32;БГУ им. Петровского;2007
3255;Муж;38;ВИСТех;2002
3256;Муж;39;ВолГУ;1999
3258;Муж;36;СамГТУ;2014
3260;Муж;30;СибГИУ;2012
3261;Жен;26;ИГЭУ им. Ленина;2013
3262;Муж;39;БГТУ им. Шухова;1999
3263;Муж;45;РУК;N/A
3264;Муж;39;СПбГЭТУ;2012
3265;Муж;54;НГУ;N/A
3266;Муж;23;СПбГУ;N/A
3267;Муж;38;РГТЭУ;N/A
3268;Муж;25;МИСиС;2014
3270;Жен;34;МГОУ;2008
3271;Муж;35;МГАФК;2003
3272;Жен;42;СГА;N/A
3273;Муж;45;БГТУ;1993
3274;Муж;23;РГСУ;2015
3275;Муж;36;КубГТУ;2002
3277;Жен;31;КНИТУ;2008
3278;Муж;50;СГАУ;1991
3279;Муж;39;ЮУрГУ;1999
3280;Муж;33;ИГАСУ;2005
3283;Муж;27;НИ МГУ им. Огарева;2011
3284;Муж;47;КГТУ;1992
3285;Жен;50;МГУ;1988
3286;Муж;48;РГУФКСМиТ;1991
3287;Муж;50;МИТХТ;N/A
3288;Муж;57;ЛГТУ;1990
3290;Муж;26;МГИУ;N/A
3291;Муж;30;МГУ;2006
3293;Муж;58;МИФИ;1981
3297;Муж;29;ИГСХА;2011
3298;Муж;31;ИГТА;2007
3299;Муж;30;БГТУ им. Шухова;N/A
3300;Муж;35;МЭИ;2003
3301;Муж;31;АМИ;2010
3303;Муж;27;МГОУ им. Черномырдина;2011
3304;Муж;34;МЭИ;2005
3305;Муж;43;КГТУ;1996
3306;Жен;33;АГТУ;N/A
3307;Муж;32;СКГМИ;2007
3309;Муж;46;КубГАУ;1996
3310;Муж;24;МГЛУ;2015
3312;Муж;29;ОмГУ им. Достоевского;N/A
3313;Муж;39;РГУПС;N/A
3314;Муж;41;ПГТУ;1999
3315;Жен;29;ХГУ;2009
3316;Муж;43;УрФУ им. Б. Н. Ельцина;1995
3317;Муж;42;ИГСХА;1997
3318;Муж;44;ВУ МО РФ;1994
3320;Муж;42;УрГУПС;2003
3321;Муж;30;ЮЗГУ;2008
3323;Муж;38;ВГАСУ;N/A
3326;Муж;31;ТюмГУ;2007
3327;Муж;24;УрФУ;2014
3328;Муж;29;ПГУ;2014
3330;Муж;45;РГУПС;1998
3331;Муж;25;РГППУ;2011
3332;Муж;45;МГУ им. Огарева;1999
3333;Муж;36;БУПК;2003
3335;Муж;42;БГТУ;1998
3337;Жен;35;ИвГУ;N/A
3338;Муж;31;МГУ;2008
3340;Жен;45;МГУКИ;1994
3342;Муж;30;МГЭИ;2014
3344;Жен;39;ВСГУТУ;N/A
3345;Муж;26;ТюмГНГУ;2011
3346;Муж;29;ТюмГУ;2010
3348;Муж;40;ВЗФЭИ;2003
3350;Муж;32;ВЭПИ;N/A
3351;Муж;29;КубГТУ;2011
3353;Муж;37;ИНЭКА;2001
3354;Муж;20;МГУ;1981
3355;Муж;35;ПГУ;2003
3356;Муж;29;ИНЭКА;N/A
3357;Муж;33;МарГТУ;2004
3359;Муж;29;МЭСИ;N/A
3360;Муж;34;МГТУ им. Н.Э. Баумана;N/A
3361;Муж;34;ЧелГУ;2004
3362;Муж;38;СГА;1999
3366;Муж;45;ННГУ им. Лобачевского;1994
3367;Жен;46;КГУ;N/A
3368;Муж;27;ТГТУ;2011
3371;Жен;25;НИ;N/A
3374;Муж;29;РГСУ;2009
3375;Жен;54;ДВГГУ;1985
3377;Муж;35;ВГУ;2004
3378;Муж;30;СГСХА;2008
3380;Муж;32;МИЭМ;2007
3381;Муж;38;МФТИ;1999
3382;Муж;39;МЭСИ;1999
3383;Жен;31;ВГУ;2008
3384;Жен;44;ННГУ им. Лобачевского;1996
3385;Муж;52;НГСХА;1989
3388;Муж;27;МГСУ-МИСИ;2011
3389;Муж;26;МГАВТ;2013
3390;Муж;26;СПбГАСУ;2012
3391;Муж;40;СПбГПУ Политех;2000
3393;Муж;40;ННГУ им. Лобачевского;2000
3395;Муж;39;ТулГУ;2000
3396;Жен;38;НИ МГУ им. Огарева;2006
3398;Муж;59;НГТУ им. Алексеева;1980
3400;Муж;51;НИ;1987
3401;Муж;33;ВВВУТ;2005
3402;Муж;38;СПбГУТ им. Бонч-Бруевича;2001
3403;Муж;34;ПсковГУ;N/A
3407;Муж;26;ПетрГУ;2011
3408;Муж;39;СПбГЭУ;1999
3409;Муж;29;ПГУПС;N/A
3410;Муж;33;РГРТУ;2005
3411;Муж;39;МИУ;N/A
3412;Муж;39;БГАРФ;2000
3413;Муж;29;КГТУ;N/A
3417;Муж;34;СПбГПУ Политех;2004
3418;Муж;24;СПбГЭТУ;2015
3420;Муж;33;ОмГУПС;N/A
3422;Муж;38;УдГУ;N/A
3423;Муж;28;МГТУ им. Носова;2010
3424;Муж;27;УрГЭУ;2011
3425;Муж;50;МГТУ им. Носова;1988
3426;Жен;38;РГПУ им. Герцена;2000
3427;Муж;47;УрГПУ;1996
3428;Муж;30;УрГУПС;2010
3429;Муж;49;СПбГУ;N/A
3431;Жен;34;ВГАУ им. Императора Петра I;2005
3432;Муж;31;СГА;2007
3433;Муж;37;УдГУ;N/A
3434;Муж;52;МГТУ им. Носова;1987
3437;Жен;56;ВятГСХА;N/A
3438;Муж;56;КузГТУ;1982
3439;Жен;37;НГТУ;2001
3440;Жен;55;ВятГУ;1983
3443;Муж;31;ВВВУТ;2007
3444;Жен;59;НГТУ;1981
3445;Муж;34;ТГУ;2005
3448;Муж;23;ТюмГУ;2015
3449;Муж;28;СибГУТИ;2014
3451;Муж;35;ТоГУ;2003
3452;Жен;36;НГТУ;2003
3453;Муж;25;АмГУ;2012
3455;Муж;25;НГАУ;2013
3457;Муж;36;ВГУЭС;2002
3458;Муж;39;Дальрыбвтуз;1941
3459;Муж;28;НГТУ;N/A
3461;Муж;28;НГУ;N/A
3463;Муж;50;МИГУП;2000
3464;Муж;37;НГПУ;2002
3465;Муж;32;ТоГУ;2008
3466;Муж;30;ДВГУПС;2008
3467;Жен;42;НГУЭУ;N/A
3468;Муж;43;ВВВУТ;1995
3471;Муж;32;МИЭТ;2005
3472;Муж;35;ТвГУ;2003
3473;Муж;27;ТоГУ;N/A
3475;Муж;43;ДВФУ;1995
3476;Муж;30;СГА;2010
3477;Муж;27;МГАУ им. Горячкина;2011
3478;Муж;26;Первый МГМУ им. И.М. Сеченова;2013
3479;Муж;50;КГПУ им. В.П. Астафьева;1993
3480;Муж;21;МИРЭА;N/A
3481;Муж;49;НГТУ;1989
3482;Муж;42;ДВГУПС;1998
3483;Жен;26;ДВГУПС;2012
3484;Жен;39;АмГУ;1999
3486;Муж;41;МГУИЭ;1998
3488;Муж;33;МГГУ;2007
3489;Муж;27;МФЮА;N/A
3490;Муж;60;ТюмГАСУ;N/A
3492;Муж;29;МГУЛ;2010
3493;Муж;39;ТГУ им. Державина;2000
3495;Муж;43;ДВГУПС;N/A
3496;Муж;28;СГА;2008
3497;Жен;36;ДВФУ;2003
3498;Муж;29;ВГТУ;2009
3499;Жен;43;ОГАУ;N/A
3500;Муж;24;РГРТУ;2014
3501;Муж;56;МЭИ;1987
3502;Муж;46;ТУСУР;1992
3504;Муж;42;ЕГУ им. Бунина;2007
3505;Муж;34;МГИУ;2008
3506;Муж;34;ЛГПУ;N/A
3507;Жен;59;ИвГУ;1979
3508;Муж;33;МГИУ;2008
3510;Жен;43;МПГУ;N/A
3511;Муж;35;ВМИРЭ;2003
3512;Жен;34;ТУСУР;2004
3514;Жен;44;МИЭМ;N/A
3515;Муж;54;МФТИ;1985
3516;Жен;32;РЭА им. Г. В. Плеханова;2006
3517;Муж;29;МГИМО;2011
3518;Муж;29;МГСУ НИУ;2009
3519;Муж;44;МИП;2012
3520;Муж;37;МГТУ им. Баумана;1999
3523;Муж;36;МФЮА;2009
3524;Муж;50;МГУ;1993
3525;Жен;38;ТюмГУ;2000
3526;Муж;36;РУДН;1999
3527;Жен;32;РГСУ;2007
3528;Жен;33;МИТХТ;2006
3529;Муж;24;МФТИ;2015
3531;Муж;32;РГАТА;2006
3532;Муж;47;МАДГТУ;1992
3533;Жен;34;МАЭП;2006
3535;Муж;34;МГУ;2004
3538;Муж;33;МИРЭА;N/A
3539;Муж;51;ВМИРЭ;1993
3540;Муж;41;МИП;N/A
3541;Жен;53;МИТХТ;1990
3542;Жен;34;МАДИ;2005
3544;Муж;45;МЭСИ;1993
3546;Муж;25;НИУ ВШЭ;2013
3548;Муж;35;СГА;2007
3549;Муж;27;МГИУ;2011
3551;Муж;23;УГАТУ;2015
3552;Жен;39;КГМУ;2010
3553;Муж;49;КФУ;N/A
3556;Муж;46;СВИ РВ;1993
3557;Жен;34;МАО;2004
3558;Муж;47;СПбГУ;1999
3559;Жен;44;МГУКИ;1993
3560;Муж;46;ТГТУ;1992
3561;Жен;41;МГУТУ;N/A
3562;Муж;44;МГСУ-МИСИ;1996
3564;Жен;33;МГУС / РГУТиС;2005
3565;Жен;26;НИЯУ МИФИ;2012
3566;Муж;39;МГУП;1999
3569;Муж;47;МАДИ;1993
3570;Муж;29;МИИГАиК;N/A
3571;Муж;32;"МГТУ ""МАМИ""";2009
3572;Муж;26;МГУПИ;2012
3573;Жен;41;РГСУ;2003
3574;Муж;42;ВИТУ;1997
3575;Муж;25;МИЭТ;2014
3576;Муж;26;МБИ;2013
3577;Муж;30;МАДИ;2008
3578;Муж;37;МИИТ;2003
3579;Муж;30;МАДИ;2008
3580;Муж;33;РЭА им. Г. В. Плеханова;2005
3581;Муж;46;МАДИ;N/A
3582;Муж;30;КГЭУ;2013
3584;Жен;36;СГЮА;2002
3585;Муж;35;ИНЭКА;2009
3586;Муж;26;МАИ;2014
3588;Муж;36;ИНЭКА;2011
3589;Жен;37;КГТУ;2001
3591;Жен;56;ТулГУ;1984
3592;Муж;42;РГТЭУ;1996
3593;Муж;43;УГАТУ;N/A
3597;Муж;54;РГАУ-МСХА им. Тимирязева;1988
3598;Жен;26;СГАУ;2014
3599;Муж;27;МарГТУ;2015
3600;Муж;25;КубГАУ;2015
3603;Муж;37;МОСУ;2007
3604;Муж;35;ВИ;2003
3607;Жен;35;СГУТиКД;2003
3608;Жен;36;КГУФКСТ;2000
3609;Муж;39;ТГАСУ;N/A
3610;Муж;30;РУДН;2008
3611;Муж;39;КубГТУ;2006
3613;Муж;44;КрасГАУ;2010
3614;Муж;40;ДГТУ;N/A
3616;Муж;32;КубГУ;2006
3617;Жен;35;КубГАУ;2004
3618;Муж;23;КубГУ;2015
3620;Муж;39;МЭСИ;N/A
3621;Муж;52;ПГТУ;2001
3622;Муж;28;ГГАУ;2010
3623;Муж;26;ЮРГТУ;2009
3624;Муж;41;СПбГТИ;1999
3626;Жен;46;ДВГТУ;N/A
3627;Жен;43;ЮФУ;1999
3628;Муж;34;ВЗФЭИ;2003
3630;Муж;37;ЮЗГУ;2014
3632;Жен;31;СОГУ им. Хетагурова;2008
3633;Жен;30;КУ МВД;N/A
3634;Жен;32;КУ МВД;2010
3636;Муж;26;ПНИПУ;N/A
3638;Жен;28;КГУ;2011
3639;Жен;26;ОГУ;2014
3641;Муж;30;ДГТУ;2010
3642;Муж;29;НИ;2009
3643;Муж;36;БГТУ им. Шухова;2004
3644;Муж;41;НИЯУ МИФИ;2004
3645;Муж;27;ЮФУ;2014
3646;Муж;37;ТТИ ЮФУ;2001
3647;Муж;27;СтГАУ;2015
3648;Муж;41;БУПК;2010
3649;Муж;34;ОГАУ;2008
3651;Муж;23;ТГТУ;N/A
3652;Муж;48;РЭУ им. Г. В. Плеханова;N/A
3653;Муж;23;ВГАСУ;N/A
3656;Муж;40;БГТУ им. Шухова;2010
3657;Муж;26;МИИТ;2011
3658;Муж;34;АТиСО;2004
3660;Жен;55;ЛГТУ;1984
3661;Муж;38;РГОТУПС;2001
3662;Муж;35;ИГЭУ им. Ленина;2005
3663;Муж;31;ТулГУ;2007
3665;Жен;35;ХГАЭиП;2006
3667;Муж;31;БГТУ;N/A
3669;Муж;37;МосУ МВД РФ;2009
3672;Муж;37;БГТУ;1999
3674;Муж;25;КГТУ;2014
3675;Муж;25;СГА;2012
3676;Жен;41;ТвГУ;N/A
3677;Муж;35;КГТУ;N/A
3678;Муж;35;ВлГУ;N/A
3679;Муж;47;Финансовый университет;1999
3680;Муж;58;ВлГУ им. А.Г. и Н.Г. Столетовых;1986
3682;Муж;52;ПГУПС;1986
3683;Муж;28;СПбГУ;2009
3684;Муж;40;СПбГУТ им. Бонч-Бруевича;N/A
3685;Муж;24;НовГУ;2015
3686;Муж;40;МИУ;2008
3687;Муж;27;СПбГЭТУ;2013
3688;Муж;49;РГГУ;N/A
3689;Жен;45;РГПУ им. Герцена;1997
3692;Муж;60;СПбГПУ Политех;1983
3694;Муж;42;МГИУ;2000
3695;Муж;25;СПбГУКиТ;2013
3696;Жен;37;РГППУ;N/A
3697;Жен;30;УрФУ;N/A
3698;Жен;45;УрФУ;N/A
3699;Муж;37;СПбГЭУ;2001
3700;Муж;41;СПбГУ;N/A
3701;Муж;25;СПбГЭТУ;2014
3702;Муж;51;СПбГПУ Политех;1989
3703;Муж;23;ТГСХА;2015
3704;Муж;44;УрФУ им. Б. Н. Ельцина;1995
3705;Жен;36;УрГЭУ;2010
3706;Муж;28;БФУ им. Канта;N/A
3707;Муж;25;СПбГТИ;2013
3708;Муж;46;СПбГУКиТ;2002
3709;Муж;50;СПбГУАП;1989
3710;Муж;31;УрФУ;2012
3712;Муж;42;СПбГЭТУ;1998
3713;Муж;42;ВятГУ;1993
3714;Муж;51;УГТУ-УПИ им. Б. Н. Ельцина;1995
3715;Муж;40;ТюмГНГУ;1998
3716;Жен;54;СибАДИ;1985
3717;Муж;33;ТГСХА;2005
3718;Муж;30;ОГУ;2011
3721;Муж;35;ЮУрГУ;N/A
3722;Муж;35;ОГАУ;2003
3724;Муж;43;УрГУПС;1995
3726;Муж;32;МФЮА;2007
3727;Муж;37;ЮУрГУ;2002
3728;Муж;37;СГГА;2009
3729;Муж;42;КГТЭИ;1995
3733;Жен;41;ВятГУ;2008
3734;Муж;37;КрасГАУ;2000
3735;Муж;39;СГГА;1999
3736;Жен;40;КрасГАУ;1998
3738;Муж;44;ХТИ;N/A
3739;Муж;43;ННГАСУ;1995
3740;Муж;36;ТоГУ;2005
3742;Муж;24;ВГУЭС;2014
3745;Муж;28;СахГУ;N/A
3746;Муж;26;КрасГАУ;2015
3747;Муж;25;ВГАФК;N/A
3748;Жен;58;ВГУЭС;N/A
3749;Муж;35;ЧГУ;2002
3751;Муж;41;КузГТУ;N/A
3755;Муж;30;ЯГСХА;2011
3756;Жен;34;УдГУ;N/A
3758;Муж;32;РМАТ;2006
3759;Муж;37;"МГТУ ""МАМИ""";N/A
3761;Муж;30;БрГУ;2009
3762;Жен;31;РГРТУ;2008
3765;Муж;39;РГАЗУ;2002
3768;Муж;33;МФЮА;2006
3770;Муж;49;БГТУ;1990
3771;Муж;47;МИЭМ;1997
3772;Муж;35;ЮУрГУ;1999
3773;Муж;37;МИРЭА;2006
3774;Жен;30;МПСИ;N/A
3775;Муж;32;МАО;2006
3776;Муж;36;КГУ;N/A
3778;Жен;49;МГУ;1991
3779;Муж;28;МГУ;2010
3781;Муж;33;РГОТУПС;N/A
3782;Муж;36;МБИ;2002
3783;Муж;39;ТюмГАСУ;N/A
3784;Муж;38;РосНОУ;2005
3785;Муж;31;МГУПИ;N/A
3787;Муж;36;РГУФКСиТ;2005
3788;Муж;48;МАИ;1994
3789;Жен;36;МГУТУ;2006
3790;Муж;36;МИТХТ;N/A
3791;Муж;26;ГУУ;2012
3794;Муж;52;РГСУ;N/A
3795;Муж;25;МГЮА им. О. Е. Кутафина;N/A
3796;Муж;32;МГППУ;2007
3797;Муж;34;РГУФКСиТ;2010
3799;Муж;34;РГГУ;2009
3800;Муж;32;МИИГАиК;2005
3801;Жен;34;МГОУ;2007
3804;Жен;46;МГУПП;1992
3805;Муж;30;МФЮА;N/A
3806;Муж;32;МИРЭА;N/A
3807;Муж;33;МГИУ;N/A
3808;Муж;29;МАИ;2010
3809;Муж;36;МИИГАиК;2002
3810;Муж;29;МАБиУ;2011
3811;Муж;42;МГТУ МИРЭА;2004
3812;Муж;30;МИРЭА;2009
3813;Муж;30;МГТУ им. Н.Э. Баумана;2009
3814;Жен;31;МАО;N/A
3815;Жен;28;МФЮА;2010
3816;Жен;33;СГУ;2006
3817;Жен;24;МГГУ;2014
3818;Муж;29;ЕГУ им. Бунина;N/A
3820;Муж;49;МГТУ им. Н.Э. Баумана;1990
3823;Муж;34;РГСУ;2009
3824;Жен;37;МГГУ;2002
3825;Муж;33;МПСИ;2005
3827;Муж;28;МГСУ-МИСИ;2010
3828;Жен;25;МГУТУ;2014
3829;Муж;30;МЭФИ;2009
3830;Жен;35;МГУ;N/A
3831;Муж;33;МАДИ;2005
3832;Муж;32;МАТИ;2007
3834;Муж;34;МАИ;2007
3835;Жен;32;МИУ;2009
3836;Муж;28;СГАУ;2014
3837;Муж;31;РГГУ;2009
3839;Жен;33;РосНОУ;2005
3842;Муж;34;МТУСИ;N/A
3843;Муж;30;ТГТУ;2008
3844;Жен;35;МАТИ;2005
3845;Муж;55;МФТИ;1984
3847;Жен;51;МГЛУ;N/A
3848;Жен;36;ИНЭП;2007
3849;Муж;52;ГГАУ;1995
3850;Жен;25;МГУПП;2013
3851;Муж;30;МИП;2008
3852;Жен;37;МГУС / РГУТиС;2006
3854;Муж;24;МГОУ;2009
3855;Муж;36;МТУСИ;2010
3857;Муж;38;МБИ;N/A
3858;Муж;35;МАДИ;N/A
3859;Жен;37;НИ МГУ им. Огарева;2002
3860;Жен;45;МАЭП;2014
3861;Муж;31;МПГУ;2008
3863;Муж;50;БГТУ;1989
3864;Муж;39;СамГТУ;N/A
3865;Муж;42;МГАКХиС;N/A
