category;date_month;txn_count;payment;user_id
Интернет магазины;2016-07;5;2700;4305
Интернет магазины;2016-08;4;3500;4305
Интернет магазины;2016-09;3;500;4305
Интернет магазины;2016-10;5;4400;4305
Интернет магазины;2016-11;2;3400;4305
Сотовая связь;2016-06;1;100;4305
Сотовая связь;2016-11;1;200;4305
VPP;2016-06;2;2200;12417
VPP;2016-09;1;1900;12417
Букмекеры;2016-06;2;1200;12417
Букмекеры;2016-07;2;200;12417
VPP;2016-06;2;15600;127
VPP;2016-07;2;14500;127
VPP;2016-08;1;8800;127
VPP;2016-09;3;11900;127
Погашение кредитов;2016-07;1;1200;12418
Погашение кредитов;2016-08;1;1000;12418
Интернет;2016-06;1;200;12419
Интернет;2016-09;1;150;12419
Интернет;2016-10;1;40;12419
Онлайн игры;2016-09;1;50;12419
Онлайн игры;2016-10;1;100;12419
Госуслуги;2016-11;4;7700;9835
Интернет;2016-07;1;400;9835
Интернет магазины;2016-06;2;250;9835
Интернет магазины;2016-08;2;600;9835
Сотовая связь;2016-07;1;100;9835
Интернет магазины;2016-07;4;70;12423
Интернет магазины;2016-08;1;150;12423
Интернет магазины;2016-10;1;20;12423
Интернет магазины;2016-11;4;150;12423
MCMS;2016-11;1;5800;12425
Онлайн игры;2016-07;2;300;12425
Букмекеры;2016-08;5;600;12426
Букмекеры;2016-09;1;300;12426
Онлайн игры;2016-07;2;600;12427
VPP;2016-07;1;1000;128
Интернет магазины;2016-06;1;3300;128
Интернет;2016-06;1;500;12429
Интернет;2016-07;1;500;12429
Сотовая связь;2016-06;3;800;12429
Сотовая связь;2016-10;1;100;12429
Интернет;2016-06;1;100;129
Онлайн игры;2016-06;5;7000;129
Онлайн игры;2016-07;3;1000;129
Онлайн игры;2016-08;3;1800;129
Онлайн игры;2016-09;3;3100;129
Онлайн игры;2016-10;1;4800;129
Онлайн игры;2016-11;4;2100;129
Онлайн общение;2016-10;1;150;129
Электронные деньги;2016-06;2;300;129
Электронные деньги;2016-07;2;300;129
Электронные деньги;2016-08;1;100;129
Электронные деньги;2016-09;1;150;129
Электронные деньги;2016-10;2;300;129
Онлайн игры;2016-07;1;400;12430
Онлайн игры;2016-08;1;2000;12430
Интернет магазины;2016-09;1;250;12431
Интернет магазины;2016-11;6;3300;12431
Онлайн игры;2016-06;19;1300;12431
Онлайн игры;2016-07;11;250;12431
Онлайн игры;2016-08;5;250;12431
Онлайн игры;2016-10;2;300;12431
Онлайн игры;2016-11;2;60;12431
Электронные деньги;2016-08;1;800;12431
Информационные услуги;2016-06;1;250;3244
Информационные услуги;2016-07;3;800;3244
Электронные деньги;2016-10;1;70;3244
VPP;2016-07;1;250;12432
Интернет магазины;2016-06;6;1800;1174
Интернет магазины;2016-07;5;600;1174
Интернет магазины;2016-08;5;900;1174
Интернет магазины;2016-10;4;450;1174
Сотовая связь;2016-09;1;50;1174
Сотовая связь;2016-10;1;300;1174
Интернет магазины;2016-11;1;1200;12433
Служебная;2016-08;1;30;12433
Сотовая связь;2016-11;1;200;12433
Телевидение;2016-11;1;1200;12433
Электронные деньги;2016-11;1;600;12433
Букмекеры;2016-07;2;250;12435
Онлайн игры;2016-07;3;2300;12435
Онлайн общение;2016-07;1;40;12435
Служебная;2016-07;1;10;12435
Сотовая связь;2016-07;1;50;12435
VPP;2016-06;2;1000;2198
VPP;2016-07;2;900;2198
VPP;2016-08;1;350;2198
VPP;2016-09;1;150;2198
VPP;2016-10;3;1600;2198
VPP;2016-11;2;900;2198
ЖКУ;2016-11;2;600;2198
Интернет;2016-10;1;400;2198
Сотовая связь;2016-10;1;80;2198
Хостинг;2016-11;2;200;2198
VPP;2016-06;1;3900;12438
VPP;2016-07;1;2900;12438
QVC;2016-10;1;400;12439
Онлайн игры;2016-06;1;100;12439
Онлайн игры;2016-07;1;1000;12439
Сотовая связь;2016-06;4;500;12439
Сотовая связь;2016-07;1;30;12439
Сотовая связь;2016-10;1;200;12439
Интернет;2016-07;1;300;12440
Интернет;2016-09;4;350;12440
Сотовая связь;2016-06;4;500;12440
Сотовая связь;2016-07;8;1100;12440
Сотовая связь;2016-08;6;800;12440
Сотовая связь;2016-09;6;800;12440
Сотовая связь;2016-10;8;1000;12440
Сотовая связь;2016-11;6;1000;12440
Онлайн игры;2016-08;2;200;12441
Интернет;2016-07;1;400;12442
Интернет;2016-09;1;400;12442
Интернет магазины;2016-07;2;700;12442
Интернет магазины;2016-10;2;2800;12442
Интернет магазины;2016-11;2;600;12442
Сотовая связь;2016-09;4;400;12442
Сотовая связь;2016-10;3;800;12442
Сотовая связь;2016-11;7;900;12442
Сотовая связь;2016-12;1;90;12442
Электронные деньги;2016-10;1;150;12442
Электронные деньги;2016-11;2;400;12442
Интернет магазины;2016-09;1;150;12443
Интернет магазины;2016-10;1;200;12443
Регистрация доменов;2016-06;1;50;12443
Сотовая связь;2016-06;2;10;12443
Сотовая связь;2016-08;9;80;12443
Сотовая связь;2016-09;6;40;12443
Сотовая связь;2016-12;2;20;12443
QVC;2016-10;3;1600;10180
Интернет магазины;2016-06;2;1900;10180
Интернет магазины;2016-07;3;2600;10180
Интернет магазины;2016-08;3;2700;10180
Интернет магазины;2016-09;3;1900;10180
Интернет магазины;2016-11;2;900;10180
Сотовая связь;2016-06;2;100;10180
Сотовая связь;2016-07;2;100;10180
Сотовая связь;2016-08;2;60;10180
Сотовая связь;2016-09;2;700;10180
Сотовая связь;2016-10;2;100;10180
Сотовая связь;2016-11;7;500;10180
Телевидение;2016-06;2;2000;10180
Телевидение;2016-09;1;300;10180
Телевидение;2016-11;1;150;10180
Служебная;2016-07;1;20;6482
Служебная;2016-08;1;20;6482
Служебная;2016-09;1;10;6482
Служебная;2016-10;1;30;6482
Служебная;2016-11;1;10;6482
MCMS;2016-09;1;1100;12444
VPP;2016-09;2;450;12444
VPP;2016-11;1;3500;12444
Онлайн игры;2016-06;2;1100;12444
Онлайн игры;2016-08;5;600;12444
Онлайн игры;2016-09;2;600;12444
Онлайн игры;2016-10;1;100;12444
Онлайн игры;2016-11;4;250;12444
Онлайн игры;2016-12;1;250;12444
Сотовая связь;2016-06;2;50;12444
Сотовая связь;2016-08;1;30;12444
Электронные деньги;2016-11;1;1300;12444
MCMS;2016-07;1;600;5449
Интернет магазины;2016-06;1;60;5449
Интернет магазины;2016-08;1;350;5449
Интернет магазины;2016-09;4;1200;5449
Интернет магазины;2016-10;3;1000;5449
Интернет магазины;2016-11;1;100;5449
VPP;2016-10;1;2500;12445
VPP;2016-11;2;6800;12445
Информационные услуги;2016-10;2;200;12445
Купоны;2016-10;3;600;12445
Онлайн игры;2016-10;2;200;12445
Онлайн игры;2016-12;1;100;12445
Сотовая связь;2016-06;2;200;12445
Сотовая связь;2016-07;2;300;12445
Сотовая связь;2016-08;1;50;12445
Сотовая связь;2016-09;1;200;12445
Сотовая связь;2016-10;1;100;12445
Сотовая связь;2016-11;1;100;12445
Хостинг;2016-10;1;100;12445
Электронные деньги;2016-11;2;60;12445
VPP;2016-06;1;90;5430
Букмекеры;2016-06;2;600;5430
Букмекеры;2016-07;1;500;5430
Букмекеры;2016-08;1;1000;5430
Букмекеры;2016-09;14;7800;5430
Букмекеры;2016-10;4;1700;5430
Погашение кредитов;2016-06;1;1100;5430
Погашение кредитов;2016-07;1;1400;5430
Погашение кредитов;2016-08;1;1400;5430
Погашение кредитов;2016-09;1;900;5430
Погашение кредитов;2016-10;1;1200;5430
Погашение кредитов;2016-11;1;2900;5430
Интернет;2016-06;1;1500;3219
Интернет;2016-07;1;1500;3219
Интернет;2016-09;2;1400;3219
Интернет;2016-10;1;1500;3219
Интернет магазины;2016-08;1;500;3219
Сотовая связь;2016-06;2;40;3219
Сотовая связь;2016-08;1;50;3219
Сотовая связь;2016-09;3;150;3219
Сотовая связь;2016-10;2;100;3219
Онлайн общение;2016-10;1;20;12446
Сотовая связь;2016-06;3;350;12446
Сотовая связь;2016-07;4;250;12446
Сотовая связь;2016-08;1;50;12446
Сотовая связь;2016-09;6;600;12446
Сотовая связь;2016-10;6;350;12446
Сотовая связь;2016-11;4;250;12446
Телевидение;2016-10;1;1200;12446
Интернет магазины;2016-07;1;250;12448
Купоны;2016-07;2;800;12448
Купоны;2016-08;1;50;12448
Купоны;2016-10;1;50;12448
Онлайн игры;2016-06;2;250;12448
Онлайн игры;2016-07;1;200;12448
Онлайн игры;2016-09;1;150;12448
Регистрация доменов;2016-08;1;350;12448
Сотовая связь;2016-06;1;2000;12448
Сотовая связь;2016-11;1;20;12448
QVC;2016-07;1;1000;12450
QVC;2016-08;1;500;12450
QVC;2016-09;1;600;12450
QVC;2016-10;1;700;12450
QVC;2016-11;1;1300;12450
Госуслуги;2016-07;1;250;12450
Игры со ставками;2016-07;2;500;12450
Интернет магазины;2016-10;6;1300;12450
Информационные услуги;2016-07;1;250;12450
Информационные услуги;2016-08;1;250;12450
Информационные услуги;2016-10;1;80;12450
Погашение кредитов;2016-09;1;900;12450
Погашение кредитов;2016-11;1;600;12450
Сотовая связь;2016-06;2;500;12450
Сотовая связь;2016-07;6;800;12450
Сотовая связь;2016-08;3;500;12450
Сотовая связь;2016-09;2;350;12450
Сотовая связь;2016-10;2;400;12450
Сотовая связь;2016-11;1;300;12450
Телевидение;2016-06;1;500;12450
Интернет;2016-11;1;500;5448
Погашение кредитов;2016-06;5;2000;5448
Погашение кредитов;2016-07;6;2900;5448
Погашение кредитов;2016-08;6;3100;5448
Погашение кредитов;2016-09;8;6600;5448
Погашение кредитов;2016-10;7;4200;5448
Погашение кредитов;2016-11;6;2800;5448
Сотовая связь;2016-06;2;50;5448
Сотовая связь;2016-07;2;20;5448
Сотовая связь;2016-08;4;40;5448
Сотовая связь;2016-09;1;10;5448
Сотовая связь;2016-10;2;30;5448
QVC;2016-06;1;6400;1065
QVC;2016-08;2;250;1065
QVC;2016-10;1;150;1065
Госуслуги;2016-08;1;800;1065
Интернет магазины;2016-06;8;700;1065
Интернет магазины;2016-07;4;1300;1065
Интернет магазины;2016-08;1;300;1065
Интернет магазины;2016-11;4;2400;1065
Интернет магазины;2016-12;1;700;1065
Сотовая связь;2016-10;1;100;1065
Онлайн игры;2016-09;3;3900;10181
Онлайн игры;2016-10;3;800;10181
Онлайн игры;2016-11;1;150;10181
Служебная;2016-09;1;10;10181
Служебная;2016-10;1;30;10181
Служебная;2016-11;1;30;10181
Служебная;2016-12;1;30;10181
MCMS;2016-10;1;800;12451
Интернет;2016-11;1;700;12451
Онлайн общение;2016-11;1;100;12451
Сотовая связь;2016-07;1;40;12451
Сотовая связь;2016-08;3;150;12451
Сотовая связь;2016-10;2;200;12451
Сотовая связь;2016-11;5;200;12451
Погашение кредитов;2016-06;1;4900;9836
Погашение кредитов;2016-09;1;4200;9836
Погашение кредитов;2016-10;1;4400;9836
Погашение кредитов;2016-11;1;4200;9836
VPP;2016-11;3;6700;10182
Интернет;2016-10;1;800;10182
Интернет;2016-11;1;800;10182
Онлайн общение;2016-08;1;200;10182
Сотовая связь;2016-06;5;1100;10182
Сотовая связь;2016-07;3;500;10182
Сотовая связь;2016-08;2;450;10182
Сотовая связь;2016-10;3;450;10182
Сотовая связь;2016-11;5;900;10182
Форекс;2016-08;1;350;10182
Онлайн игры;2016-06;1;200;12453
Онлайн игры;2016-07;4;1100;12453
Онлайн игры;2016-08;3;350;12453
QVC;2016-06;1;90;10528
QVC;2016-08;1;50;10528
QVC;2016-09;6;700;10528
QVC;2016-10;2;100;10528
Интернет магазины;2016-06;8;1100;10528
Интернет магазины;2016-07;12;1600;10528
Интернет магазины;2016-08;18;2000;10528
Интернет магазины;2016-09;7;400;10528
Интернет магазины;2016-10;3;300;10528
Информационные услуги;2016-10;1;10;10528
Лотереи;2016-06;2;700;10528
Лотереи;2016-07;3;1300;10528
Лотереи;2016-08;2;700;10528
Лотереи;2016-09;6;2400;10528
Лотереи;2016-10;12;2900;10528
Лотереи;2016-11;10;2100;10528
Погашение кредитов;2016-08;1;6500;12454
Предоставление займов;2016-11;1;10100;12454
VPP;2016-06;1;400;4306
VPP;2016-07;1;700;4306
VPP;2016-08;1;600;4306
VPP;2016-09;2;1200;4306
VPP;2016-11;1;1000;4306
Сотовая связь;2016-08;1;250;4306
Сотовая связь;2016-11;1;100;4306
Онлайн общение;2016-06;2;500;1176
Онлайн общение;2016-07;2;1400;1176
Онлайн общение;2016-08;1;1000;1176
Онлайн общение;2016-09;4;1300;1176
Онлайн общение;2016-10;1;1000;1176
Онлайн общение;2016-11;2;1500;1176
Онлайн игры;2016-06;4;900;12456
Онлайн игры;2016-07;8;800;12456
Онлайн игры;2016-08;2;200;12456
Онлайн игры;2016-09;2;150;12456
Онлайн игры;2016-11;8;450;12456
Онлайн общение;2016-06;1;70;12456
Электронные деньги;2016-07;1;100;12456
Электронные деньги;2016-08;1;100;12456
MCMS;2016-07;1;9500;12457
MCMS;2016-08;3;4500;12457
MCMS;2016-09;2;7600;12457
MCMS;2016-10;4;10700;12457
MCMS;2016-12;1;3800;12457
Игры со ставками;2016-06;3;1700;12457
Игры со ставками;2016-07;9;2500;12457
Игры со ставками;2016-08;27;7600;12457
Интернет магазины;2016-10;1;500;12457
Онлайн игры;2016-08;3;900;12457
Онлайн игры;2016-09;22;7600;12457
Онлайн игры;2016-11;5;1000;12457
Погашение кредитов;2016-10;1;2500;12457
Сотовая связь;2016-06;4;300;12457
Сотовая связь;2016-07;5;400;12457
Сотовая связь;2016-08;5;350;12457
Сотовая связь;2016-09;4;400;12457
Сотовая связь;2016-10;4;150;12457
Сотовая связь;2016-11;5;300;12457
Сотовая связь;2016-12;1;150;12457
Форекс;2016-06;4;5500;12457
Форекс;2016-07;2;10500;12457
Форекс;2016-08;2;19000;12457
Форекс;2016-09;1;6500;12457
Форекс;2016-10;3;15200;12457
Форекс;2016-11;2;4500;12457
VPP;2016-07;2;600;12458
Служебная;2016-06;1;10;12458
Служебная;2016-07;1;20;12458
Служебная;2016-08;1;20;12458
Служебная;2016-09;1;20;12458
Служебная;2016-10;1;30;12458
Служебная;2016-11;1;30;12458
Служебная;2016-12;1;30;12458
Сотовая связь;2016-06;2;700;12458
QVC;2016-08;1;250;12459
QVC;2016-09;2;2000;12459
QVC;2016-11;1;80;12459
Интернет магазины;2016-10;1;800;12459
Информационные услуги;2016-10;1;100;12459
Интернет магазины;2016-09;2;600;125
Интернет магазины;2016-10;1;900;125
Онлайн игры;2016-06;3;250;125
Онлайн игры;2016-07;3;250;125
Онлайн игры;2016-09;3;150;125
Онлайн игры;2016-10;1;100;125
Онлайн игры;2016-11;1;100;125
Электронные деньги;2016-08;1;150;125
Электронные деньги;2016-09;2;300;125
Электронные деньги;2016-10;3;600;125
Электронные деньги;2016-11;4;500;125
VPP;2016-08;1;8500;5415
Букмекеры;2016-06;3;800;5415
Контент;2016-06;1;800;5415
Сотовая связь;2016-06;1;20;5415
Интернет;2016-07;3;1100;137
Интернет;2016-08;2;600;137
Интернет;2016-09;2;600;137
Интернет;2016-10;2;600;137
Интернет;2016-11;1;250;137
Лотереи;2016-10;2;1200;137
Лотереи;2016-11;5;3600;137
Онлайн игры;2016-07;2;1400;137
Онлайн игры;2016-11;3;4600;137
Сотовая связь;2016-06;2;300;137
Сотовая связь;2016-07;1;700;137
Сотовая связь;2016-08;3;250;137
Сотовая связь;2016-09;3;450;137
Сотовая связь;2016-10;3;300;137
Сотовая связь;2016-11;1;200;137
Телевидение;2016-11;1;350;137
Погашение кредитов;2016-06;1;3900;3247
Погашение кредитов;2016-07;1;4000;3247
Погашение кредитов;2016-08;1;4000;3247
Погашение кредитов;2016-10;1;400;3247
Погашение кредитов;2016-11;1;4000;3247
Интернет магазины;2016-06;6;1100;140
Интернет магазины;2016-07;3;800;140
Интернет магазины;2016-09;4;250;140
Интернет магазины;2016-10;1;20;140
Интернет магазины;2016-11;3;250;140
Интернет магазины;2016-12;1;800;140
Интернет;2016-06;1;700;2208
Интернет;2016-07;2;800;2208
Интернет;2016-08;1;700;2208
Интернет;2016-09;3;1000;2208
Интернет;2016-10;1;350;2208
Интернет магазины;2016-07;2;1400;2208
Интернет магазины;2016-08;4;600;2208
Информационные услуги;2016-08;1;200;2208
Сотовая связь;2016-06;2;200;2208
Сотовая связь;2016-07;3;400;2208
Сотовая связь;2016-08;2;250;2208
Сотовая связь;2016-09;2;300;2208
Сотовая связь;2016-10;4;700;2208
Сотовая связь;2016-11;1;100;2208
Интернет магазины;2016-06;1;250;12461
Интернет магазины;2016-07;1;80;12461
Интернет магазины;2016-09;1;100;12461
Сотовая связь;2016-06;2;150;12461
Сотовая связь;2016-07;1;100;12461
Сотовая связь;2016-08;1;200;12461
Сотовая связь;2016-09;2;100;12461
Сотовая связь;2016-10;1;50;12461
Сотовая связь;2016-11;1;50;12461
MCMS;2016-11;1;4000;2207
QVC;2016-07;3;900;2207
QVC;2016-08;2;2600;2207
QVC;2016-09;1;2700;2207
QVC;2016-10;1;6500;2207
QVC;2016-11;2;3300;2207
Госуслуги;2016-11;4;14000;2207
Интернет;2016-09;1;800;2207
Интернет;2016-10;1;600;2207
Интернет;2016-11;2;1300;2207
Местная связь;2016-06;1;1300;2207
Местная связь;2016-07;1;600;2207
Служебная;2016-07;1;20;2207
Служебная;2016-08;1;20;2207
Служебная;2016-09;1;20;2207
Служебная;2016-10;1;30;2207
Служебная;2016-11;1;30;2207
Служебная;2016-12;1;30;2207
Сотовая связь;2016-06;4;250;2207
Сотовая связь;2016-07;2;200;2207
Сотовая связь;2016-08;1;200;2207
Сотовая связь;2016-09;1;200;2207
Сотовая связь;2016-11;1;200;2207
Погашение кредитов;2016-06;1;1400;3220
Погашение кредитов;2016-07;1;1500;3220
Погашение кредитов;2016-08;1;1500;3220
Погашение кредитов;2016-09;2;3600;3220
Погашение кредитов;2016-10;2;3600;3220
Погашение кредитов;2016-11;2;3600;3220
Госуслуги;2016-09;1;2000;12462
Интернет магазины;2016-10;1;1400;12462
Сотовая связь;2016-06;2;80;12462
Сотовая связь;2016-07;1;10;12462
MCMS;2016-11;1;2700;10529
VPP;2016-07;1;350;10529
VPP;2016-08;1;2100;10529
VPP;2016-10;1;500;10529
Букмекеры;2016-08;1;600;10529
Букмекеры;2016-09;9;2200;10529
Букмекеры;2016-11;2;1500;10529
Игры со ставками;2016-07;2;300;10529
Игры со ставками;2016-11;1;200;10529
Сотовая связь;2016-06;1;100;10529
Сотовая связь;2016-07;1;60;10529
Сотовая связь;2016-08;2;100;10529
Сотовая связь;2016-09;3;40;10529
Сотовая связь;2016-10;4;250;10529
Сотовая связь;2016-11;3;150;10529
Интернет магазины;2016-07;1;800;12464
Интернет магазины;2016-09;1;250;12464
Сотовая связь;2016-06;2;600;12464
Сотовая связь;2016-07;2;900;12464
Сотовая связь;2016-08;5;1100;12464
Сотовая связь;2016-09;3;800;12464
Сотовая связь;2016-10;5;600;12464
Сотовая связь;2016-11;6;500;12464
Телевидение;2016-10;1;1200;12464
Электронные деньги;2016-06;1;80;12464
Электронные деньги;2016-07;1;80;12464
Электронные деньги;2016-10;1;60;12464
Госуслуги;2016-09;2;5500;122
Форекс;2016-08;1;9700;122
VPP;2016-06;4;4500;5431
VPP;2016-07;3;15900;5431
Онлайн общение;2016-09;1;150;5431
Погашение кредитов;2016-07;1;4200;5431
Погашение кредитов;2016-09;1;4200;5431
Погашение кредитов;2016-10;1;4200;5431
Погашение кредитов;2016-11;1;4200;5431
Сотовая связь;2016-07;1;100;5431
Интернет магазины;2016-06;4;2100;9485
Интернет магазины;2016-07;9;19300;9485
Интернет магазины;2016-08;2;2900;9485
Интернет магазины;2016-09;10;2000;9485
Интернет магазины;2016-10;12;24900;9485
Интернет магазины;2016-11;6;6700;9485
Интернет магазины;2016-12;7;1700;9485
Онлайн игры;2016-10;1;50;9485
Служебная;2016-06;1;20;9485
Служебная;2016-07;1;20;9485
Служебная;2016-08;1;20;9485
Служебная;2016-09;2;20;9485
Служебная;2016-10;1;30;9485
Служебная;2016-11;2;20;9485
Служебная;2016-12;1;30;9485
Сотовая связь;2016-06;9;600;9485
Сотовая связь;2016-07;11;900;9485
Сотовая связь;2016-08;6;400;9485
Сотовая связь;2016-09;6;900;9485
Сотовая связь;2016-10;10;900;9485
Сотовая связь;2016-11;8;600;9485
Интернет магазины;2016-06;2;32500;2224
Интернет магазины;2016-08;2;150;2224
Интернет магазины;2016-10;1;70;2224
Служебная;2016-07;1;20;2224
Служебная;2016-08;1;20;2224
Служебная;2016-09;2;20;2224
Служебная;2016-10;1;30;2224
Служебная;2016-11;1;20;2224
Сотовая связь;2016-06;1;100;2224
Электронные деньги;2016-11;1;60;2224
Интернет;2016-06;1;800;4313
Интернет;2016-07;1;600;4313
Интернет;2016-08;1;700;4313
Интернет;2016-09;1;800;4313
Интернет;2016-10;2;1400;4313
Онлайн общение;2016-08;1;50;4313
Сотовая связь;2016-07;2;150;4313
Сотовая связь;2016-08;2;90;4313
Сотовая связь;2016-10;5;300;4313
Телевидение;2016-06;1;300;4313
Телевидение;2016-07;1;250;4313
Телевидение;2016-08;1;300;4313
Телевидение;2016-09;1;300;4313
Телевидение;2016-10;2;500;4313
Интернет магазины;2016-06;3;150;12465
Интернет магазины;2016-08;2;1800;12465
Информационные услуги;2016-06;2;250;12465
Купоны;2016-09;1;800;12465
Сотовая связь;2016-08;3;300;12465
Сотовая связь;2016-09;3;100;12465
Сотовая связь;2016-10;1;90;12465
Интернет;2016-09;1;150;4319
Интернет;2016-10;1;300;4319
Интернет;2016-11;1;350;4319
Местная связь;2016-11;1;40;4319
Онлайн общение;2016-06;1;10;4319
Онлайн общение;2016-08;1;10;4319
Онлайн общение;2016-09;2;20;4319
Сотовая связь;2016-06;9;600;4319
Сотовая связь;2016-07;17;1200;4319
Сотовая связь;2016-08;15;2100;4319
Сотовая связь;2016-09;7;1700;4319
Сотовая связь;2016-10;18;1200;4319
Сотовая связь;2016-11;8;400;4319
Интернет магазины;2016-11;2;600;6507
Погашение кредитов;2016-06;2;11300;6507
Погашение кредитов;2016-07;3;15800;6507
Погашение кредитов;2016-08;2;11800;6507
Погашение кредитов;2016-09;1;4900;6507
Погашение кредитов;2016-10;1;5000;6507
Погашение кредитов;2016-11;1;4900;6507
Букмекеры;2016-06;2;30;12467
Букмекеры;2016-07;2;40;12467
Букмекеры;2016-09;7;200;12467
Букмекеры;2016-10;1;20;12467
Сотовая связь;2016-09;2;80;12467
Сотовая связь;2016-10;2;10;12467
MCMS;2016-07;1;4000;3239
MCMS;2016-11;1;600;3239
Букмекеры;2016-06;5;13900;3239
Букмекеры;2016-07;4;5400;3239
Букмекеры;2016-09;2;1000;3239
Букмекеры;2016-10;3;6100;3239
Букмекеры;2016-11;2;400;3239
Информационные услуги;2016-09;1;200;3239
Информационные услуги;2016-10;1;10;3239
Образовательные услуги;2016-10;2;3000;3239
Погашение кредитов;2016-06;2;12800;3239
Погашение кредитов;2016-09;1;3900;3239
Погашение кредитов;2016-11;5;23800;3239
Сотовая связь;2016-06;1;200;3239
Сотовая связь;2016-10;3;200;3239
Электронные деньги;2016-10;1;1600;3239
MCMS;2016-09;1;400;12468
MCMS;2016-11;1;10800;12468
Сотовая связь;2016-10;3;600;12468
Сотовая связь;2016-11;1;200;12468
QVC;2016-06;5;48100;1170
Сотовая связь;2016-07;1;450;1170
Интернет;2016-07;1;500;12469
Интернет;2016-10;1;500;12469
Информационные услуги;2016-08;2;700;12469
Сотовая связь;2016-06;4;300;12469
Сотовая связь;2016-07;7;400;12469
Сотовая связь;2016-08;9;400;12469
Сотовая связь;2016-09;10;900;12469
Сотовая связь;2016-10;8;500;12469
Сотовая связь;2016-11;8;600;12469
Такси;2016-07;1;1000;12470
QVC;2016-06;1;600;6483
QVC;2016-07;1;800;6483
QVC;2016-08;1;700;6483
Интернет магазины;2016-11;3;1500;6483
Сотовая связь;2016-06;1;10;6483
Сотовая связь;2016-07;1;30;6483
Сотовая связь;2016-08;1;70;6483
Сотовая связь;2016-09;1;10;6483
Сотовая связь;2016-11;1;30;6483
Игры со ставками;2016-06;1;2400;12471
Информационные услуги;2016-07;1;250;12471
Сотовая связь;2016-07;2;100;12471
Сотовая связь;2016-08;2;250;12471
Электронные деньги;2016-07;1;250;12471
Электронные деньги;2016-08;1;70;12471
MCMS;2016-11;1;100;12472
Сотовая связь;2016-10;1;40;12472
Сотовая связь;2016-11;2;350;12472
Букмекеры;2016-07;2;1300;12473
Букмекеры;2016-08;2;500;12473
Букмекеры;2016-09;1;350;12473
Букмекеры;2016-11;4;2600;12473
Сотовая связь;2016-11;1;50;12473
Такси;2016-06;2;300;12474
Такси;2016-07;1;200;12474
Такси;2016-08;2;400;12474
Такси;2016-11;1;300;12474
QVC;2016-09;1;10;2209
QVP;2016-06;1;2400;2209
QVP;2016-07;4;2600;2209
QVP;2016-08;1;900;2209
QVP;2016-10;5;6400;2209
VPP;2016-06;1;500;2209
Онлайн игры;2016-09;1;400;2209
Служебная;2016-07;1;20;2209
Служебная;2016-08;1;20;2209
Служебная;2016-09;1;20;2209
Служебная;2016-10;1;30;2209
Служебная;2016-11;1;30;2209
Служебная;2016-12;1;30;2209
Сотовая связь;2016-06;3;800;2209
Сотовая связь;2016-07;3;600;2209
Сотовая связь;2016-09;3;600;2209
Сотовая связь;2016-10;2;400;2209
Сотовая связь;2016-11;1;200;2209
Хостинг;2016-07;1;1400;2209
Электронные деньги;2016-11;3;1300;2209
Онлайн общение;2016-06;2;150;12475
Онлайн общение;2016-08;3;200;12475
Сотовая связь;2016-08;2;250;12475
Интернет магазины;2016-07;2;800;12476
Интернет магазины;2016-10;3;300;12476
Интернет магазины;2016-11;3;250;12476
MCMS;2016-10;1;1000;12477
Букмекеры;2016-06;3;800;12477
Букмекеры;2016-07;1;50;12477
Букмекеры;2016-08;2;300;12477
Букмекеры;2016-09;1;200;12477
Букмекеры;2016-10;2;150;12477
Букмекеры;2016-11;2;20;12477
Интернет;2016-07;2;300;12477
Интернет;2016-10;1;300;12477
Сотовая связь;2016-06;1;20;12477
Сотовая связь;2016-07;1;70;12477
Сотовая связь;2016-10;1;30;12477
QVC;2016-06;6;2400;10530
QVC;2016-07;5;1900;10530
QVC;2016-08;4;1100;10530
QVC;2016-09;2;700;10530
QVC;2016-10;1;600;10530
QVC;2016-11;3;800;10530
Интернет магазины;2016-11;2;800;10530
Онлайн игры;2016-06;2;450;10530
Онлайн игры;2016-07;4;500;10530
Онлайн игры;2016-09;1;800;10530
Онлайн игры;2016-10;8;1100;10530
Онлайн игры;2016-11;3;700;10530
Сотовая связь;2016-08;1;10;10530
Сотовая связь;2016-10;2;60;10530
Сотовая связь;2016-11;4;350;10530
QVC;2016-08;1;400;12478
Интернет магазины;2016-06;4;5200;12478
Интернет магазины;2016-07;1;100;12478
Интернет магазины;2016-08;3;3200;12478
Интернет магазины;2016-09;2;900;12478
Интернет магазины;2016-10;3;900;12478
ЖКУ;2016-07;1;40;4307
ЖКУ;2016-08;1;70;4307
ЖКУ;2016-09;1;400;4307
Интернет;2016-07;3;500;4307
Интернет;2016-10;2;600;4307
Интернет;2016-11;1;600;4307
Интернет магазины;2016-06;5;600;4307
Интернет магазины;2016-07;4;700;4307
Интернет магазины;2016-08;2;200;4307
Интернет магазины;2016-09;5;500;4307
Интернет магазины;2016-10;3;900;4307
Интернет магазины;2016-11;8;4400;4307
Местная связь;2016-06;1;200;4307
Местная связь;2016-07;2;300;4307
Местная связь;2016-09;1;200;4307
Местная связь;2016-10;1;200;4307
Сотовая связь;2016-06;4;150;4307
Сотовая связь;2016-07;5;250;4307
Сотовая связь;2016-08;1;50;4307
Сотовая связь;2016-09;2;40;4307
Сотовая связь;2016-10;2;80;4307
Сотовая связь;2016-11;2;90;4307
Интернет;2016-06;1;700;12479
Интернет;2016-07;1;700;12479
